Date,Company_Name,Campaign_Name,Channel,Region,Country,Impressions,Clicks,CTR (%),Spend ($),CPC ($),Leads,Conversions,Conversion Rate (%),Revenue ($),ROAS,Customer Segment
2026-06-14,GrowthSpark Marketing,Lead Generation,LinkedIn,North America,United States,38663,1390,1.73,2118.94,3.82,478,26,14.92,16350.75,1.91,Returning Customers
2026-06-15,CloudNova,Email Nurture,Email,North America,China,45172,4560,6.92,1293.4,3.64,231,46,14.71,13137.93,6.54,SMB
2026-06-16,GrowthSpark Marketing,Seasonal Sale,Instagram,Asia,Japan,48929,2989,8.66,1636.81,3.41,29,118,13.29,10193.36,1.48,Enterprise
2026-06-17,ShopNest,Brand Awareness,Facebook,North America,France,10343,3749,9.65,718.14,2.49,238,46,8.84,6926.01,2.32,Returning Customers
2026-06-18,ShopNest,Product Launch,LinkedIn,South America,Canada,11637,1123,6.47,1516.07,3.28,63,14,6.27,3766.56,2.33,New Customers
2026-06-19,Apex Marketing Group,Email Nurture,Instagram,Middle East,France,35724,4863,2.25,2882.8,0.38,255,85,5.78,2218.31,7.08,New Customers
2026-06-20,GrowthSpark Marketing,Brand Awareness,Google Ads,Middle East,India,40791,3619,1.5,2237.18,3.18,339,63,0.68,19387.89,1.99,SMB
2026-06-21,CloudNova,Email Nurture,Google Ads,Middle East,Saudi Arabia,30134,3200,8.22,1766.26,3.93,90,72,4.11,4073.01,6.4,Enterprise
2026-06-22,ShopNest,Email Nurture,Instagram,Europe,Canada,47830,1655,6.0,3744.94,2.6,255,3,10.92,1291.51,3.96,Enterprise
2026-06-23,ShopNest,Product Launch,Facebook,North America,Singapore,48101,4707,6.37,4472.87,1.92,394,28,9.25,19237.17,7.99,Returning Customers
2026-06-24,CloudNova,Seasonal Sale,Google Ads,South America,India,4907,2344,7.92,3796.11,1.53,184,125,13.79,11024.14,6.79,Returning Customers
2026-06-25,CloudNova,Lead Generation,Email,Europe,India,34575,3712,7.18,1693.4,3.29,211,157,1.23,15953.47,6.05,New Customers
2026-06-26,ShopNest,Seasonal Sale,Twitter,Asia,United States,47799,4532,8.43,3734.99,3.53,348,87,2.75,970.94,7.03,SMB
2026-06-27,ShopNest,Product Launch,Instagram,South America,Singapore,5827,4847,1.03,802.3,4.38,153,146,11.94,11382.22,5.26,Enterprise
2026-06-28,CloudNova,Product Launch,Instagram,South America,United States,31607,1033,7.6,695.07,1.84,75,163,5.7,8024.38,6.83,Returning Customers
2026-06-29,ShopNest,Product Launch,Google Ads,South America,Singapore,14699,401,8.58,1760.85,3.89,125,77,2.22,15462.09,2.46,Returning Customers
2026-06-30,Apex Marketing Group,Brand Awareness,Facebook,Middle East,UAE,38292,1774,3.22,4048.13,2.89,257,76,14.95,864.67,1.23,SMB
2026-07-01,Apex Marketing Group,Seasonal Sale,Email,South America,Brazil,48961,2001,6.58,1269.42,4.44,97,175,11.92,8093.64,5.12,SMB
2026-07-02,CloudNova,Seasonal Sale,Facebook,North America,United Kingdom,26883,1329,3.48,363.1,2.73,260,114,6.43,16001.56,3.76,New Customers
2026-07-03,GrowthSpark Marketing,Email Nurture,LinkedIn,South America,Singapore,49991,1957,9.6,701.96,2.68,258,133,12.44,10501.68,3.7,SMB
2026-07-04,CloudNova,Email Nurture,LinkedIn,Middle East,Brazil,6313,4898,0.82,4300.79,2.97,356,75,10.37,11045.77,4.45,New Customers
2026-07-05,CloudNova,Email Nurture,Twitter,South America,Brazil,14598,1074,6.01,3187.23,3.8,292,59,11.95,2033.58,3.21,New Customers
2026-07-06,GrowthSpark Marketing,Product Launch,Google Ads,Asia,Netherlands,46826,595,2.08,1303.35,4.83,313,59,12.32,2733.38,5.2,SMB
2026-07-07,GrowthSpark Marketing,Seasonal Sale,Google Ads,Asia,Saudi Arabia,29807,4224,7.27,2798.71,0.55,63,47,1.73,13572.29,0.73,SMB
2026-07-08,GrowthSpark Marketing,Product Launch,Google Ads,Middle East,United Kingdom,5887,2431,2.17,2661.52,0.46,73,95,9.53,13533.43,7.77,SMB
2026-07-09,Apex Marketing Group,Brand Awareness,Twitter,North America,Germany,4854,938,2.74,3294.41,4.7,450,141,0.6,19584.16,7.44,SMB
2026-07-10,ShopNest,Email Nurture,LinkedIn,North America,Canada,46226,1155,5.2,1204.28,2.74,392,78,1.13,14267.86,7.51,SMB
2026-07-11,Apex Marketing Group,Product Launch,Facebook,Europe,Australia,15536,2599,9.19,4328.79,3.15,90,113,13.61,9915.55,3.24,New Customers
2026-07-12,ShopNest,Product Launch,Twitter,Middle East,Brazil,4558,2040,2.51,1581.37,2.52,278,109,8.15,17160.82,4.49,Returning Customers
2026-07-13,Apex Marketing Group,Brand Awareness,Twitter,South America,Saudi Arabia,10772,4048,1.87,3485.95,0.65,231,106,11.17,2179.01,7.66,Enterprise
2026-07-14,ShopNest,Lead Generation,Facebook,Middle East,UAE,37343,3825,7.71,129.82,3.89,85,89,12.66,9040.99,7.27,Enterprise
2026-07-15,Apex Marketing Group,Seasonal Sale,Google Ads,Europe,Singapore,36186,2862,5.26,1894.65,3.79,118,33,14.27,5813.47,6.43,New Customers
2026-07-16,GrowthSpark Marketing,Lead Generation,Email,Middle East,China,37966,970,9.16,1790.96,1.7,188,97,13.11,2182.29,3.55,New Customers
2026-07-17,CloudNova,Email Nurture,Facebook,Middle East,China,34769,4695,1.89,2740.25,1.67,284,190,7.51,15293.69,4.73,Returning Customers
2026-07-18,Apex Marketing Group,Product Launch,LinkedIn,Europe,Netherlands,40887,2111,6.64,410.04,4.22,326,79,5.37,10264.76,6.45,SMB
2026-07-19,ShopNest,Brand Awareness,Instagram,North America,India,20229,4537,2.71,3961.15,0.55,401,16,2.74,11179.7,2.55,New Customers
2026-07-20,GrowthSpark Marketing,Brand Awareness,Instagram,South America,Netherlands,10673,3689,1.99,1128.01,4.43,322,44,6.3,8283.98,5.2,Enterprise
2026-07-21,Apex Marketing Group,Seasonal Sale,Twitter,Europe,United Kingdom,28877,3215,6.99,3401.34,1.43,58,186,5.81,9260.71,6.71,SMB
2026-07-22,Apex Marketing Group,Lead Generation,Instagram,Asia,India,32601,4485,6.14,4025.9,3.05,403,120,8.61,2408.75,5.81,New Customers
2026-07-23,GrowthSpark Marketing,Seasonal Sale,Email,North America,Netherlands,39084,2694,7.67,2831.29,4.69,201,134,10.15,13491.06,4.1,SMB
2026-07-24,Apex Marketing Group,Product Launch,Google Ads,Asia,Singapore,17244,4902,3.44,3717.37,3.45,391,108,14.69,8705.7,4.88,Enterprise
2026-07-25,CloudNova,Seasonal Sale,LinkedIn,North America,Saudi Arabia,28356,1095,4.76,3326.21,2.19,297,143,11.06,16353.67,7.92,SMB
2026-07-26,Apex Marketing Group,Brand Awareness,Email,South America,Japan,17806,3606,4.35,1809.87,3.51,297,4,9.83,4006.12,5.01,New Customers
2026-07-27,CloudNova,Brand Awareness,LinkedIn,South America,Japan,24099,2731,9.85,4053.85,1.85,489,56,5.36,4180.6,6.39,New Customers
2026-07-28,CloudNova,Email Nurture,LinkedIn,Middle East,UAE,45641,3249,3.28,1508.77,1.53,391,64,1.0,12950.62,5.95,Enterprise
2026-07-29,GrowthSpark Marketing,Email Nurture,Google Ads,Asia,South Africa,38034,988,3.3,2877.5,4.98,451,196,4.68,16935.47,5.76,Returning Customers
2026-07-30,Apex Marketing Group,Product Launch,Twitter,North America,Australia,41317,4993,3.87,3739.72,3.8,295,162,11.64,9496.74,5.87,Returning Customers
2026-07-31,GrowthSpark Marketing,Lead Generation,Instagram,South America,Netherlands,20094,491,5.86,1925.83,3.29,184,95,3.48,14566.38,3.91,SMB
2026-08-01,Apex Marketing Group,Seasonal Sale,Google Ads,Europe,United States,11589,2600,2.9,1548.7,1.91,475,56,10.83,19986.67,4.06,New Customers
2026-08-02,Apex Marketing Group,Product Launch,Email,South America,Singapore,2657,4275,9.2,2323.76,0.44,384,32,8.91,19806.29,4.01,New Customers
2026-08-03,ShopNest,Email Nurture,Twitter,Europe,United States,33764,646,3.02,4098.92,0.35,416,116,2.99,14912.3,0.75,Enterprise
2026-08-04,Apex Marketing Group,Seasonal Sale,Email,North America,United Kingdom,40531,1555,9.01,4653.11,2.86,226,9,4.29,14817.77,2.31,Enterprise
2026-08-05,GrowthSpark Marketing,Email Nurture,Twitter,South America,United Kingdom,4164,911,1.48,2748.16,3.86,278,191,7.7,5027.62,1.66,New Customers
2026-08-06,CloudNova,Seasonal Sale,Email,South America,Brazil,28542,2690,6.74,3324.26,2.78,382,105,6.57,16687.44,7.15,Enterprise
2026-08-07,Apex Marketing Group,Lead Generation,Google Ads,North America,Japan,19437,3781,9.12,4521.2,4.24,248,78,11.79,8161.53,2.56,Returning Customers
2026-08-08,ShopNest,Product Launch,Twitter,South America,Netherlands,42247,1601,2.1,537.81,0.36,424,161,11.15,19243.68,1.54,Returning Customers
2026-08-09,GrowthSpark Marketing,Seasonal Sale,Twitter,Europe,Brazil,39505,3286,9.7,1198.79,1.96,421,87,8.83,1720.41,1.4,SMB
2026-08-10,Apex Marketing Group,Brand Awareness,LinkedIn,South America,United States,20601,1786,4.8,3559.06,1.34,452,21,12.42,8773.22,5.75,Enterprise
2026-08-11,GrowthSpark Marketing,Brand Awareness,LinkedIn,Asia,South Africa,29430,1499,9.48,4127.54,2.35,158,55,8.66,11161.23,0.55,SMB
2026-08-12,ShopNest,Seasonal Sale,Facebook,Middle East,Canada,7009,314,6.93,4292.29,0.55,308,76,14.48,8162.61,4.03,Enterprise
2026-08-13,ShopNest,Seasonal Sale,Email,Europe,Canada,5552,2709,3.37,2104.78,4.78,428,185,3.65,4290.53,1.39,Enterprise
2026-08-14,GrowthSpark Marketing,Seasonal Sale,LinkedIn,Asia,United Kingdom,10417,2771,2.29,492.23,1.27,277,130,10.85,11900.47,6.87,Returning Customers
2026-08-15,Apex Marketing Group,Brand Awareness,Facebook,North America,South Africa,42989,1512,3.39,2217.02,4.63,428,141,5.86,15142.77,7.69,New Customers
2026-08-16,CloudNova,Brand Awareness,LinkedIn,Europe,India,3671,4302,1.38,1192.14,2.24,139,126,4.55,12932.29,7.69,Enterprise
2026-08-17,ShopNest,Seasonal Sale,Email,Middle East,United States,7519,1495,1.87,1491.42,4.93,317,132,3.12,4765.53,3.81,Enterprise
2026-08-18,Apex Marketing Group,Email Nurture,Twitter,Middle East,Canada,37730,2348,1.49,3872.72,2.86,12,84,8.51,14659.0,5.33,Enterprise
2026-08-19,Apex Marketing Group,Email Nurture,Instagram,North America,South Africa,13734,2975,4.52,423.86,4.67,132,178,3.62,5212.27,5.0,New Customers
2026-08-20,CloudNova,Lead Generation,Email,North America,Netherlands,46890,1682,8.06,4146.53,0.23,377,115,3.41,3586.53,3.13,SMB
2026-08-21,ShopNest,Product Launch,Google Ads,Europe,South Africa,4722,2424,1.84,2166.96,3.79,60,48,14.86,13844.29,3.83,SMB
2026-08-22,ShopNest,Email Nurture,LinkedIn,South America,United States,5906,562,1.74,3000.52,4.53,130,123,12.13,16871.47,0.98,Enterprise
2026-08-23,Apex Marketing Group,Brand Awareness,LinkedIn,North America,France,31096,265,6.61,493.78,0.87,163,78,11.35,9682.64,6.47,Enterprise
2026-08-24,Apex Marketing Group,Email Nurture,Twitter,South America,South Africa,41031,3381,2.37,1719.93,0.66,63,30,12.01,10674.7,2.31,SMB
2026-08-25,CloudNova,Lead Generation,Google Ads,Asia,South Africa,14699,2222,1.43,494.02,2.24,62,29,14.55,6124.68,3.95,SMB
2026-08-26,CloudNova,Lead Generation,Twitter,Middle East,China,22438,3203,2.09,4809.64,4.68,144,136,8.81,9942.9,4.1,Returning Customers
2026-08-27,ShopNest,Product Launch,Google Ads,South America,Japan,44856,1756,9.28,4045.95,2.8,180,140,3.69,2726.46,4.71,Enterprise
2026-08-28,GrowthSpark Marketing,Email Nurture,Instagram,Middle East,Brazil,34576,2156,8.3,2325.18,2.73,419,41,13.0,19121.03,6.63,SMB
2026-08-29,ShopNest,Brand Awareness,LinkedIn,South America,United States,42938,1617,3.86,1156.83,0.88,112,26,11.27,16027.18,5.69,Returning Customers
2026-08-30,Apex Marketing Group,Brand Awareness,LinkedIn,Asia,China,33247,2258,6.73,4670.6,0.2,215,50,6.51,13392.66,5.47,New Customers
2026-08-31,ShopNest,Seasonal Sale,Instagram,North America,South Africa,44461,2381,5.6,1755.75,4.09,451,2,7.37,10810.07,4.45,Enterprise
2026-09-01,GrowthSpark Marketing,Brand Awareness,Facebook,Asia,France,28938,2203,6.93,846.87,0.62,78,55,6.46,15864.17,1.22,SMB
2026-09-02,CloudNova,Product Launch,Twitter,North America,Brazil,41469,1178,6.99,2837.66,3.24,171,104,13.98,9945.67,3.52,Enterprise
2026-09-03,GrowthSpark Marketing,Product Launch,Instagram,North America,United States,18600,3560,6.47,4721.68,4.59,464,184,5.48,6069.48,7.68,Returning Customers
2026-09-04,GrowthSpark Marketing,Brand Awareness,Twitter,Middle East,United Kingdom,21435,4373,3.03,68.96,1.2,408,14,14.47,3291.45,7.97,SMB
2026-09-05,GrowthSpark Marketing,Brand Awareness,Email,Asia,China,19581,3703,0.87,1228.72,3.39,361,134,13.7,12986.95,5.98,New Customers
2026-09-06,CloudNova,Seasonal Sale,LinkedIn,South America,Brazil,15191,2415,4.83,4695.32,0.58,308,128,9.64,18595.57,2.21,New Customers
2026-09-07,GrowthSpark Marketing,Brand Awareness,Twitter,Asia,United States,20190,4947,8.96,896.88,3.1,237,104,8.91,3157.01,1.26,Returning Customers
2026-09-08,GrowthSpark Marketing,Seasonal Sale,Google Ads,Middle East,China,28386,2971,5.91,610.56,0.99,331,95,5.87,3682.36,3.61,New Customers
2026-09-09,GrowthSpark Marketing,Seasonal Sale,Twitter,North America,France,32721,4617,8.41,2872.43,3.73,376,81,0.77,8728.76,6.92,New Customers
2026-09-10,Apex Marketing Group,Brand Awareness,Email,Middle East,United States,14704,1129,9.92,4316.13,1.65,186,61,2.35,16157.3,5.91,New Customers
2026-09-11,GrowthSpark Marketing,Lead Generation,LinkedIn,Europe,United States,3123,3561,2.05,2411.69,2.42,126,12,11.44,5949.06,7.13,New Customers
2026-09-12,CloudNova,Lead Generation,Instagram,Europe,Singapore,26174,2791,7.07,4973.09,3.08,338,13,7.34,5152.87,5.12,New Customers
2026-09-13,GrowthSpark Marketing,Seasonal Sale,Email,South America,United States,45301,3070,6.91,3411.9,1.02,207,147,2.67,12437.33,1.48,New Customers
2026-09-14,GrowthSpark Marketing,Brand Awareness,LinkedIn,Middle East,UAE,48216,278,9.81,416.67,3.76,459,172,4.33,10758.73,1.36,New Customers
2026-09-15,CloudNova,Lead Generation,Twitter,South America,Australia,15586,220,9.86,4964.52,1.65,33,89,14.24,1298.39,0.86,SMB
2026-09-16,GrowthSpark Marketing,Brand Awareness,Facebook,South America,UAE,32976,344,7.02,2069.08,3.38,206,95,5.82,1721.65,4.75,New Customers
2026-09-17,CloudNova,Brand Awareness,Facebook,Europe,South Africa,26416,4334,2.81,1472.64,0.96,97,59,13.66,12895.96,2.32,SMB
2026-09-18,GrowthSpark Marketing,Brand Awareness,Google Ads,South America,United Kingdom,2814,475,8.09,2811.5,3.5,333,37,4.92,9355.96,6.01,Enterprise
2026-09-19,CloudNova,Email Nurture,LinkedIn,Europe,Netherlands,14001,968,1.52,1556.32,0.82,360,25,8.38,19422.45,5.65,Returning Customers
2026-09-20,GrowthSpark Marketing,Brand Awareness,Facebook,North America,South Africa,17508,3303,7.92,477.96,2.24,180,16,0.8,13602.78,2.89,New Customers
2026-09-21,GrowthSpark Marketing,Email Nurture,Instagram,Middle East,France,20630,548,9.15,57.07,1.39,334,166,8.07,300.47,1.83,Returning Customers
2026-09-22,Apex Marketing Group,Seasonal Sale,LinkedIn,South America,UAE,14380,2859,4.14,2275.44,3.79,215,171,9.74,9672.27,1.27,New Customers
2026-09-23,Apex Marketing Group,Lead Generation,Instagram,Europe,Brazil,49174,875,6.49,4192.47,1.46,188,87,3.9,8347.51,6.03,SMB
2026-09-24,GrowthSpark Marketing,Lead Generation,Instagram,Asia,Saudi Arabia,36699,3829,4.59,2882.96,4.43,99,142,8.89,2223.61,3.88,New Customers
2026-09-25,GrowthSpark Marketing,Lead Generation,Facebook,South America,Australia,47335,1908,4.66,4996.08,4.48,277,134,9.88,18471.86,2.93,Enterprise
2026-09-26,ShopNest,Lead Generation,LinkedIn,North America,India,47806,2168,3.45,1469.89,1.14,141,23,10.46,16119.72,6.92,Returning Customers
